sub_id,name,type,bus1,bus2,W1,W2,latitude,longitude,gic
10390118,T94,GY-GY,192,191,0.04,0.06,40.71856565976722,-81.41634624266106,"{'i_w1': -29.875502453313022, 'i_w2': -20.604797982593663}"
14965555,T95,GY-D,1421,1422,0.05,0.1,41.57072703555783,-91.5357255091152,{'i_k': -236.94074164202965}
184867939,T96,GY-D,3493,3494,0.05,0.1,32.93804748378646,-80.0852537014409,{'i_k': -8.777017223730368}
186258681,T97,GY-D,3639,3640,0.05,0.1,31.676569049941428,-88.69586260481705,{'i_k': -1.6061228714161324}
139893291,T98,GY-D,1233,1234,0.05,0.1,30.390592051232748,-88.5169395499717,{'i_k': -1.7460202319594975}
95789156,T99,GY-D,7093,7094,0.05,0.1,40.794228251180655,-74.69927140158894,{'i_k': -32.44971860315246}
149961196,T100,GY-D,1435,1436,0.05,0.1,37.85280116749489,-76.81263595325602,{'i_k': -9.089596757638141}
160308056,T101,GY-D,1715,1716,0.05,0.1,32.23189160882172,-82.40653456587604,{'i_k': -34.00667223650317}
87748581,T102,GY-D,6681,6682,0.05,0.1,41.431705894380855,-81.65993301313745,{'i_k': -44.77016636225155}
80884291,T103,GY-D,6359,6360,0.05,0.1,37.50210941208214,-77.53232485733015,{'i_k': -141.2488046609608}
159758306,T104,GY-GY,1640,1639,0.04,0.06,33.55336762440147,-84.50947106931801,"{'i_w1': -148.0946720218168, 'i_w2': -56.424896369816835}"
128236117,T105,GY-D,957,958,0.05,0.1,27.27305364183452,-80.35632519041151,{'i_k': -1.0139861925225435}
